job_id,start_datetime,end_datetime,times_reopened,status,VIN,cust_id
JB_ID10216,06/20/22 11:49,06/21/22 11:13,0,Closed,WVWAB7AJ8CW168083,C000025
JB_ID10221,06/14/22 08:06,06/14/22 21:01,0,Closed,WBAAM5330XFR00408,C000027
JB_ID10249,05/02/22 10:26,05/02/22 12:32,0,Closed,YS3ED58E7Y9000079,C000030
JB_ID10258,05/24/22 12:50,05/26/22 15:15,0,Closed,WAUDJ84A0PN039703,C000031
JB_ID10284,07/26/22 11:22,07/27/22 04:18,0,Closed,2FMEK62C99BA18792,C000032
JB_ID10286,05/10/22 08:23,05/10/22 20:15,0,Closed,JTMZK31V99D000375,C000033
JB_ID10301,04/25/22 10:16,04/29/22 14:54,0,Closed,19UYA31581L000017,C000034
JB_ID10321,06/13/22 10:11,06/13/22 22:41,0,Closed,3C7WRKBJ2EG256657,C000035
JB_ID10328,08/22/22 12:26,09/01/22 05:45,0,Closed,WAUBH24B0YN035144,C000036
JB_ID10332,05/09/22 09:50,05/11/22 04:57,0,Closed,2HGES25773H531409,C000037
JB_ID10338,08/22/22 10:24,08/24/22 07:45,0,Closed,2HGES25773H531414,C000038
JB_ID10359,06/03/22 09:28,06/03/22 16:11,0,Closed,2B4FK2132HR250074,C000039
JB_ID10363,05/20/22 08:31,05/25/22 21:19,0,Closed,WAUVFAFH1BN009821,C000040
JB_ID10381,05/05/22 12:07,05/06/22 08:25,0,Closed,WBS3R9108FK321000,C000041
JB_ID10384,06/20/22 12:54,06/20/22 17:51,0,Closed,1FMDU84P4YZC41091,C000004
JB_ID10399,06/23/22 13:21,06/24/22 22:13,0,Closed,WBS3R9108FK321001,C000042
JB_ID10408,04/27/22 08:25,04/27/22 11:13,0,Closed,JF1AW53B0E0016827,C000043
JB_ID10415,05/09/22 11:11,05/09/22 11:29,0,Closed,JF1AN4320J0019237,C000045
JB_ID10418,08/18/22 09:33,08/18/22 10:16,0,Closed,WBABE5301PJA03693,C000046
JB_ID10425,08/22/22 13:50,08/22/22 16:12,0,Closed,WAUFGAFC4EN108958,C000048
JB_ID10430,06/03/22 10:37,06/03/22 21:07,0,Closed,2B4GP4534TR765874,C000050
JB_ID10433,06/24/22 12:31,06/24/22 17:19,0,Closed,1B7FD14T2HS479667,C000051
JB_ID10436,06/09/22 09:38,06/10/22 02:38,0,Closed,1B7FD14T2HS479673,C000052
JB_ID10440,08/10/22 10:41,08/10/22 17:48,0,Closed,1GCNCPEH7EZ302970,C000053
JB_ID10447,06/13/22 13:17,06/14/22 17:53,0,Closed,TRUUT28N311005107,C000054
JB_ID10450,08/22/22 10:27,08/23/22 10:51,0,Closed,3C7WRKBJ2EG256650,C000055
JB_ID10452,08/01/22 11:19,08/01/22 23:38,0,Closed,1GCNCPEH7EZ302961,C000056
JB_ID10454,08/08/22 12:25,08/10/22 05:19,0,Closed,JH2RC3603MM100855,C000057
JB_ID10463,04/25/22 13:23,04/27/22 03:23,0,Closed,1N4AA5AP9CC966912,C000058
JB_ID10469,06/23/22 09:12,06/23/22 12:03,0,Closed,JH4KB16608C000034,C000059
JB_ID10477,06/10/22 12:41,06/12/22 18:51,0,Closed,1HGCB767XPA016607,C000060
JB_ID10483,08/15/22 13:41,08/16/22 07:26,0,Closed,1GCNCPEH7EZ302965,C000062
JB_ID10494,04/11/22 11:36,04/12/22 11:41,0,Closed,1B3ACB6R78N503362,C000063
JB_ID10499,08/09/22 08:50,08/09/22 12:11,0,Closed,JT2SV12H0E0208517,C000064
JB_ID10515,05/27/22 10:22,05/28/22 02:26,0,Closed,YS3FB59S581102428,C000065
JB_ID10536,08/08/22 11:04,08/08/22 22:43,0,Closed,3D3KA26W030018328,C000066
JB_ID10538,07/20/22 10:01,07/24/22 18:58,0,Closed,JT2SV12H0E0208523,C000067
JB_ID10561,08/15/22 13:51,08/15/22 19:43,0,Closed,1GNDX33LX5D202140,C000068
JB_ID10569,07/11/22 12:17,07/12/22 07:11,0,Closed,3FAHP0DC3AR119108,C000069
JB_ID10584,08/29/22 11:13,08/30/22 12:58,0,Closed,JTMZK31V99D000382,C000070
JB_ID10588,04/11/22 12:44,04/17/22 05:17,0,Closed,1N4AA5AP9CC966921,C000071
JB_ID10597,07/05/22 10:45,07/13/22 05:22,0,Closed,YS3ED45E2V9900040,C000072
JB_ID10606,06/01/22 09:18,06/02/22 06:01,0,Closed,WAUFGAFC4EN108962,C000073
JB_ID10614,06/27/22 09:58,06/30/22 05:38,0,Closed,1JTCL64R0H0016929,C000074
JB_ID10615,06/06/22 09:00,06/08/22 08:21,0,Closed,JH4KB16608C000036,C000075
JB_ID10627,06/15/22 11:22,06/16/22 21:07,0,Closed,WBSDX9C52BE784176,C000076
JB_ID10632,08/22/22 11:44,08/23/22 12:20,0,Closed,JTMZK31V99D000376,C000077
JB_ID10642,05/18/22 12:10,05/19/22 10:16,0,Closed,1VWFA9170G0017204,C000078
JB_ID10643,05/10/22 12:41,05/12/22 14:21,0,Closed,WBABE5301PJA03691,C000079
JB_ID10649,08/23/22 10:16,08/24/22 03:13,0,Closed,WDBGA32E8PA096973,C000080
JB_ID10655,08/01/22 11:28,08/01/22 20:20,0,Closed,1GCRKSE00E0011839,C000081
JB_ID10671,07/21/22 08:45,07/22/22 02:41,0,Closed,WBSDX9C52BE784175,C000082
JB_ID10672,05/09/22 11:50,05/09/22 19:02,0,Closed,JH4KB16608C000032,C000083
JB_ID10687,04/01/22 10:05,04/02/22 04:07,0,Closed,1GBJC74K09E107671,C000084
JB_ID10688,04/22/22 08:26,04/23/22 08:52,0,Closed,JF1GM4350XG401587,C000085
JB_ID10689,04/04/22 08:19,04/05/22 07:32,0,Closed,3VWFT71K06M851061,C000087
JB_ID10694,09/01/22 08:31,09/02/22 01:44,0,Closed,YS3EB59A273512735,C000088
JB_ID10696,08/19/22 09:42,08/19/22 22:43,0,Closed,WVWAB7AJ8CW168089,C000090
JB_ID10712,04/01/22 08:22,04/01/22 23:46,0,Closed,1G1FP87W0F0016091,C000091
JB_ID10723,08/15/22 10:53,08/16/22 18:48,0,Closed,YS3ED58E7Y9000073,C000015
JB_ID10724,08/18/22 09:02,08/18/22 15:24,0,Closed,WBABE5301PJA03688,C000092
JB_ID10736,07/08/22 09:19,07/19/22 18:59,0,Closed,WAUBH24B0YN035144,C000036
JB_ID10764,05/16/22 09:15,05/16/22 11:07,0,Closed,JF1AN4320J0019235,C000093
JB_ID10775,08/15/22 11:33,08/16/22 18:19,0,Closed,1FMDU84P4YZC41088,C000094
JB_ID10795,04/14/22 08:01,04/28/22 08:58,0,Closed,WBSDX9C52BE784180,C000095
JB_ID10796,04/25/22 09:29,04/25/22 12:41,0,Closed,WVWAB7AJ8CW168092,C000096
JB_ID10797,06/20/22 10:05,06/20/22 16:56,0,Closed,WAUDJ84A0PN039702,C000097
JB_ID10803,05/23/22 12:43,05/23/22 20:33,0,Closed,1GCNCPEH7EZ302968,C000098
JB_ID10805,05/16/22 13:10,05/17/22 02:44,0,Closed,YS3CC55B6N9000068,C000099
JB_ID10829,08/19/22 12:39,08/26/22 11:48,0,Closed,YS3ED45E2V9900040,C000072
JB_ID10839,07/18/22 08:34,07/19/22 04:34,0,Closed,19VDE2E71FE427207,C000100
JB_ID10854,07/04/22 10:23,07/05/22 02:58,0,Closed,1VWFA9170G0017214,C000101
JB_ID10858,05/04/22 09:31,05/04/22 12:56,0,Closed,JH4CU2E60BC012603,C000102
JB_ID10861,06/30/22 10:12,07/01/22 15:36,0,Closed,1FTCA14X0M0014986,C000103
JB_ID10879,07/07/22 10:34,07/07/22 23:46,0,Closed,5N1DD28T54C622981,C000104
JB_ID10880,06/07/22 09:10,06/07/22 13:29,0,Closed,1VWFA9170G0017201,C000105
JB_ID10883,07/11/22 09:21,07/11/22 17:49,0,Closed,WDBGA32E8PA096978,C000110
JB_ID10897,05/30/22 13:37,05/30/22 15:08,0,Closed,4S3BMAF61A1238651,C000111
JB_ID10899,08/09/22 13:14,08/11/22 12:02,0,Closed,WBS3R9108FK321006,C000112
JB_ID10902,05/30/22 11:10,05/30/22 18:52,0,Closed,2B4GP4534TR765879,C000113
JB_ID10915,05/24/22 09:15,05/24/22 14:51,0,Closed,4S3BMAF61A1238659,C000009
JB_ID10934,06/09/22 13:58,06/10/22 14:57,0,Closed,1G1FP87W0F0016090,C000114
JB_ID10949,08/12/22 13:24,08/14/22 22:14,0,Closed,JF1AN4320J0019238,C000115
JB_ID10961,07/22/22 13:27,07/23/22 16:03,0,Closed,YS3FB59S581102428,C000065
JB_ID10971,04/22/22 12:07,04/22/22 18:05,0,Closed,WAUPJAFM0B0010247,C000116
JB_ID11004,08/04/22 11:47,08/04/22 15:12,1,Closed,JT2SV12H0E0208525,C000117
JB_ID11013,07/05/22 08:48,07/06/22 15:49,1,Closed,YS3CC55B6N9000061,C000118
JB_ID11020,08/02/22 10:17,08/03/22 02:14,1,Closed,2B4FK2132HR250077,C000119
JB_ID11038,08/01/22 08:50,08/01/22 21:14,1,Closed,WBSDX9C52BE784176,C000076
JB_ID11042,06/01/22 10:18,06/01/22 14:06,1,Closed,19VDE2E71FE427215,C000120
JB_ID11082,07/11/22 08:11,07/20/22 03:01,1,Closed,WAUFGAFC4EN108958,C000048
JB_ID11092,05/03/22 10:55,05/04/22 00:31,1,Closed,3VWFT71K06M851057,C000121
JB_ID11095,08/11/22 08:04,08/18/22 18:00,1,Closed,1N4AA5AP9CC966908,C000122
JB_ID11104,06/03/22 13:49,06/05/22 10:08,1,Closed,4S3BMAF61A1238652,C000123
JB_ID11113,05/16/22 09:54,05/16/22 21:29,1,Closed,JN1AS44D6WW551445,C000124
JB_ID11128,05/23/22 13:39,05/25/22 10:39,1,Closed,1JTCL64R0H0016932,C000125
JB_ID11141,07/04/22 11:57,07/05/22 05:57,1,Closed,JF2AF52B0B0011339,C000126
JB_ID11156,04/19/22 13:05,04/20/22 13:47,1,Closed,YS3FB59S581102417,C000127
JB_ID11172,08/15/22 08:55,,0,Open,JTMZK31V99D000372,C000128
JB_ID11173,07/11/22 12:34,07/18/22 15:46,1,Closed,3FAHP0DC3AR119119,C000129
JB_ID11175,06/06/22 13:30,06/06/22 19:26,1,Closed,1HFSC0401CA204877,C000130
JB_ID11192,07/11/22 12:08,07/11/22 15:24,1,Closed,1VWFA9170G0017205,C000131
JB_ID11201,07/25/22 09:33,07/25/22 10:49,1,Closed,1FTCA14X0M0014979,C000132
JB_ID11208,08/22/22 11:05,,0,Open,5N1DD28T54C622981,C000104
JB_ID11209,08/26/22 11:36,,0,Open,3VWSF31C070014470,C000133
JB_ID11213,08/31/22 09:00,,0,Open,WBABE5301PJA03696,C000134
JB_ID11216,04/25/22 08:15,04/26/22 01:00,1,Closed,WBSDX9C52BE784179,C000135
JB_ID11221,04/05/22 11:30,04/06/22 05:42,1,Closed,YS3ED45E2V9900031,C000140
JB_ID11227,05/12/22 13:30,05/13/22 04:58,1,Closed,1JCBU7730H0015514,C000141
JB_ID11242,05/09/22 08:11,05/09/22 14:29,1,Closed,1J8GM48546W159633,C000142
JB_ID11249,04/18/22 11:49,04/19/22 13:25,1,Closed,JHMED8356KS865650,C000143
JB_ID11256,04/18/22 13:03,04/18/22 19:42,1,Closed,JTMZK31V99D000378,C000144
JB_ID11258,07/04/22 13:09,07/05/22 14:42,1,Closed,WDBGA32E8PA096985,C000145
JB_ID11259,08/18/22 08:42,,0,Open,WAUVFAFH1BN009825,C000146
JB_ID11285,04/15/22 10:36,04/15/22 11:40,2,Closed,1GNDX33LX5D202130,C000147
JB_ID11313,07/11/22 08:34,07/12/22 06:19,2,Closed,WBAGH8345YD656771,C000148
JB_ID11315,08/01/22 11:44,08/01/22 13:26,2,Closed,1HFSC55126A200096,C000149
JB_ID11318,08/09/22 09:04,08/09/22 19:59,2,Closed,JTMZK31V99D000380,C000150
JB_ID11325,06/21/22 08:48,06/23/22 20:01,2,Closed,1GB1KZCG0D0018235,C000151
JB_ID11328,08/18/22 11:27,08/19/22 04:57,2,Closed,WDBGA32E8PA096985,C000145
JB_ID11329,04/05/22 13:43,04/06/22 10:28,2,Closed,YS3ED58E7Y9000072,C000152
JB_ID11346,07/05/22 09:38,07/05/22 20:26,2,Closed,YS3CC55B6N9000067,C000154
JB_ID11398,04/06/22 13:24,04/12/22 23:50,2,Closed,1FTJS34S0VHC12168,C000155
JB_ID11416,07/04/22 11:09,07/14/22 09:04,2,Closed,3FAHP0DC3AR119122,C000156
JB_ID11436,04/08/22 11:56,04/09/22 09:22,3,Closed,5N1DD28T54C622988,C000157
JB_ID11457,08/15/22 10:55,,0,Open,19UYA31581L000008,C000158
JB_ID11477,04/25/22 11:56,04/30/22 12:15,3,Closed,1HFSC0401CA204872,C000159
JB_ID11482,07/04/22 13:27,07/05/22 17:49,3,Closed,WDDPK5HA0DF051833,C000160
JB_ID11491,08/05/22 09:04,08/06/22 07:52,3,Closed,WBAFR9C54DC271581,C000161
JB_ID11492,07/18/22 08:53,08/01/22 04:05,3,Closed,1B3ACB6R78N503365,C000162
JB_ID11493,04/11/22 09:45,04/12/22 01:15,3,Closed,WA1DKBFP0BA017244,C000163
JB_ID10008,08/29/22 12:24,,0,Open,TRUUT28N311005111,C000164
JB_ID10009,04/18/22 11:31,04/19/22 09:33,0,Closed,JH4CU2E60BC012602,C000165
JB_ID10010,07/15/22 08:11,07/29/22 00:41,0,Closed,WBAGH8345YD656766,C000166
JB_ID10011,08/31/22 08:20,,0,Open,JTMZK31V99D000377,C000167
JB_ID10103,07/18/22 08:17,07/19/22 07:09,0,Closed,YS3ED45E2V9900036,C000168
JB_ID10105,05/12/22 11:17,05/21/22 21:27,0,Closed,1HFSC0401CA204878,C000169
JB_ID10112,07/11/22 13:20,07/15/22 09:06,0,Closed,3VWFT71K06M851065,C000171
JB_ID10114,06/21/22 13:59,07/01/22 16:56,0,Closed,3D3KA26W030018328,C000066
JB_ID10154,05/09/22 13:11,05/13/22 22:56,0,Closed,JT3HF21A220065646,C000172
JB_ID10168,04/20/22 13:24,04/21/22 10:42,0,Closed,1JCBU7730H0015519,C000173
JB_ID10199,07/27/22 09:07,07/28/22 05:21,0,Closed,4JGAB74E91A268067,C000174
JB_ID10238,07/18/22 08:52,07/26/22 02:31,0,Closed,1B3ACB6R78N503361,C000175
JB_ID10268,04/04/22 10:19,04/04/22 17:52,0,Closed,TRUUT28N311005105,C000176
JB_ID10279,04/20/22 10:36,04/20/22 17:03,0,Closed,1GCNCPEH7EZ302963,C000177
JB_ID10281,06/22/22 12:21,06/23/22 04:30,0,Closed,5N1DD28T54C622982,C000178
JB_ID10287,04/05/22 09:31,04/06/22 19:50,0,Closed,YS3CC55B6N9000062,C000179
JB_ID10300,07/26/22 08:17,07/28/22 05:07,0,Closed,2B4FK2132HR250072,C000180
JB_ID10322,06/03/22 10:39,06/04/22 13:26,0,Closed,2B4GP4534TR765875,C000181
JB_ID10355,07/04/22 11:13,07/05/22 08:29,0,Closed,4JGAB74E91A268061,C000182
JB_ID10367,06/13/22 09:32,06/13/22 13:18,0,Closed,2B4FK2132HR250081,C000183
JB_ID10379,04/20/22 08:02,04/20/22 22:08,0,Closed,19UYA31581L000019,C000184
JB_ID10386,07/07/22 09:26,07/07/22 14:36,0,Closed,4JGAB74E91A268075,C000185
JB_ID10406,05/30/22 09:58,06/01/22 15:10,0,Closed,1GCNCPEH7EZ302958,C000186
JB_ID10438,04/25/22 08:10,04/25/22 16:22,0,Closed,WAUVFAFH1BN009826,C000187
JB_ID10443,05/24/22 10:51,05/25/22 00:27,0,Closed,JT2SV12H0E0208523,C000067
JB_ID10461,06/20/22 08:41,06/20/22 10:55,0,Closed,5TEMU52NX6Z303498,C000188
JB_ID10462,04/14/22 13:29,04/25/22 02:02,0,Closed,19UYA31581L000004,C000190
JB_ID10506,04/04/22 12:03,04/05/22 03:43,0,Closed,WBAFR9C54DC271578,C000191
JB_ID10524,07/12/22 10:23,07/15/22 15:25,0,Closed,JF1AW53B0E0016828,C000192
JB_ID10550,06/13/22 13:47,06/14/22 07:27,0,Closed,WBAAM5330XFR00402,C000193
JB_ID10551,06/21/22 11:19,06/21/22 16:31,0,Closed,1VWFA9170G0017202,C000194
JB_ID10576,05/10/22 08:27,05/10/22 09:52,0,Closed,JTMZK31V99D000384,C000195
JB_ID10610,05/30/22 13:36,06/03/22 08:14,0,Closed,4S3BMAF61A1238649,C000196
JB_ID10619,06/06/22 11:28,06/07/22 05:56,0,Closed,WBS3R9108FK321005,C000197
JB_ID10628,04/11/22 10:07,04/12/22 00:09,0,Closed,WBAU973568UF06685,C000198
JB_ID10644,07/29/22 08:13,07/29/22 22:37,0,Closed,WAUFGAFC4EN108960,C000199
JB_ID10652,06/13/22 09:00,06/13/22 16:21,0,Closed,1VWFA9170G0017203,C000200
JB_ID10657,08/04/22 13:26,08/04/22 22:44,0,Closed,WAUVFAFH1BN009827,C000201
JB_ID10662,06/22/22 12:44,06/23/22 00:58,0,Closed,JF1AW53B0E0016825,C000202
JB_ID10666,07/11/22 09:10,07/18/22 02:23,0,Closed,WDBGA32E8PA096973,C000080
JB_ID10692,07/05/22 11:04,07/07/22 07:42,0,Closed,19UYA31581L000009,C000203
JB_ID10700,08/05/22 08:48,08/05/22 14:39,0,Closed,WBAFR9C54DC271576,C000204
JB_ID10729,06/03/22 09:22,06/15/22 16:58,0,Closed,1JCBU7730H0015529,C000205
JB_ID10743,05/25/22 13:59,05/26/22 00:29,0,Closed,WDBGA32E8PA096980,C000206
JB_ID10770,04/13/22 08:47,04/23/22 01:43,0,Closed,JF1GM4350XG401595,C000207
JB_ID10820,06/21/22 13:52,06/22/22 16:42,0,Closed,2FMEK62C99BA18791,C000208
JB_ID10821,08/15/22 12:45,,0,Open,1FTJS34S0VHC12170,C000209
JB_ID10823,07/04/22 09:50,07/05/22 15:14,0,Closed,1N4AA5AP9CC966928,C000210
JB_ID10827,05/11/22 09:49,05/19/22 21:22,0,Closed,WVWAB7AJ8CW168088,C000211
JB_ID10834,05/09/22 11:26,05/12/22 21:20,0,Closed,JH4CU2E60BC012597,C000212
JB_ID10851,05/09/22 09:49,05/09/22 17:08,0,Closed,1N4AA5AP9CC966914,C000213
JB_ID10935,04/21/22 13:32,04/21/22 15:08,0,Closed,JF1GD45M36H065437,C000214
JB_ID11015,04/18/22 10:56,04/18/22 15:24,1,Closed,JF1AW53B0E0016836,C000216
JB_ID11047,05/30/22 13:49,06/01/22 04:04,1,Closed,5J8TC2H72ML002632,C000217
JB_ID11089,08/19/22 11:28,,0,Open,YS3EB59A273512739,C000218
JB_ID11116,08/25/22 08:59,,0,Open,1JCBU7730H0015511,C000219
JB_ID11155,06/07/22 08:06,06/08/22 06:38,1,Closed,1N4AA5AP9CC966901,C000220
JB_ID11170,04/27/22 08:15,04/28/22 09:42,1,Closed,JF1AN4320J0019230,C000221
JB_ID11244,05/17/22 10:36,05/17/22 20:07,1,Closed,1FMDU84P4YZC41098,C000222
JB_ID11269,06/22/22 10:50,06/22/22 18:53,1,Closed,4JGAB74E91A268060,C000223
JB_ID11294,05/16/22 12:35,05/17/22 00:44,2,Closed,WVWGK73C07E159978,C000224
JB_ID11308,05/30/22 11:54,05/30/22 16:42,2,Closed,3FAHP0DC3AR119121,C000225
JB_ID11317,07/21/22 10:49,07/21/22 16:08,2,Closed,WDBGA32E8PA096980,C000206
JB_ID11320,08/24/22 10:16,,0,Open,1FTJS34S0VHC12166,C000226
JB_ID11342,08/08/22 12:07,08/09/22 14:31,2,Closed,5N1DD28T54C622982,C000178
JB_ID11405,07/04/22 11:36,07/05/22 05:43,2,Closed,5N1DD28T54C622989,C000227
JB_ID11415,08/03/22 08:18,08/03/22 16:24,2,Closed,4JGAB74E91A268068,C000228
JB_ID11419,06/22/22 12:15,06/25/22 07:30,2,Closed,4S3BMAF61A1238646,C000229
JB_ID11424,05/04/22 13:33,05/04/22 23:26,2,Closed,JT2SV12H0E0208516,C000230
JB_ID11460,04/07/22 11:08,04/08/22 18:20,3,Closed,2B4FK2132HR250084,C000231
JB_ID11475,08/04/22 08:16,08/11/22 16:23,3,Closed,JH2RC3603MM100858,C000232
JB_ID11481,05/20/22 08:17,05/20/22 10:26,1,Closed,WAUBH24B0YN035146,C000233
JB_ID10003,06/24/22 12:35,06/24/22 15:33,0,Closed,1FD9W4GT6CEB55159,C000234
JB_ID10014,04/11/22 09:08,04/12/22 09:08,0,Closed,JN1AZ34E74T064383,C000235
JB_ID10032,04/18/22 10:24,04/20/22 07:58,0,Closed,5TEMU52NX6Z303499,C000236
JB_ID10044,08/11/22 10:33,,0,Open,2HGES25773H531415,C000237
JB_ID10049,06/20/22 12:46,06/21/22 04:10,0,Closed,1B3ACB6R78N503363,C000238
JB_ID10062,06/23/22 11:48,06/25/22 00:48,0,Closed,JTMZK31V99D000380,C000150
JB_ID10073,05/19/22 08:14,05/20/22 03:11,0,Closed,2HGES25773H531412,C000239
JB_ID10078,05/16/22 11:19,05/16/22 15:38,0,Closed,WBABE5301PJA03690,C000240
JB_ID10083,04/18/22 09:14,04/18/22 11:18,0,Closed,3FAHP0DC3AR119118,C000241
JB_ID10087,04/22/22 08:31,04/26/22 22:08,0,Closed,JH2RC3603MM100856,C000242
JB_ID10093,09/01/22 13:17,,0,Open,YS3FB59S581102419,C000243
JB_ID10096,08/29/22 10:20,,0,Open,JH4CW2H50CC000235,C000246
JB_ID10123,08/19/22 13:20,08/20/22 02:32,0,Closed,1B7FD14T2HS479663,C000247
JB_ID10131,06/28/22 11:03,06/29/22 03:00,0,Closed,JF1GM4350XG401591,C000248
JB_ID10135,06/08/22 10:08,06/09/22 14:33,0,Closed,JH4CU2E60BC012610,C000249
JB_ID10142,08/16/22 13:27,08/18/22 11:51,0,Closed,3FAHP0DC3AR119116,C000250
JB_ID10145,04/01/22 12:16,04/01/22 20:02,0,Closed,1N4AA5AP9CC966925,C000251
JB_ID10149,06/20/22 10:32,06/25/22 18:41,0,Closed,WBAFR9C54DC271576,C000204
JB_ID10152,04/15/22 09:41,04/15/22 15:11,0,Closed,1GCNCPEH7EZ302960,C000252
JB_ID10153,04/20/22 09:26,04/21/22 07:47,0,Closed,1FD9W4GT6CEB55155,C000253
JB_ID10157,04/11/22 08:10,04/12/22 06:14,0,Closed,JH4CU2E60BC012594,C000254
JB_ID10162,08/08/22 09:50,,0,Open,1N4AA5AP9CC966913,C000255
JB_ID10164,06/20/22 10:21,07/01/22 04:39,0,Closed,WBAFR9C51DD090462,C000256
JB_ID10166,05/23/22 13:24,05/24/22 14:21,0,Closed,1J8GM48546W159648,C000257
JB_ID10185,07/13/22 10:47,07/14/22 13:03,0,Closed,WAUDJ84A0PN039698,C000258
JB_ID10188,06/06/22 08:52,06/06/22 16:58,0,Closed,5TEMU52NX6Z303501,C000259
JB_ID10197,05/13/22 09:28,05/19/22 20:10,0,Closed,1N4AA5AP9CC966907,C000260
JB_ID10201,08/01/22 13:33,08/03/22 18:53,0,Closed,1N4AA5AP9CC966915,C000261
JB_ID10209,08/01/22 12:12,08/01/22 15:01,0,Closed,1JCBU7730H0015508,C000262
JB_ID10213,08/01/22 10:19,08/01/22 14:22,0,Closed,1FD9W4GT6CEB55154,C000263
JB_ID10220,05/09/22 10:14,05/09/22 22:06,0,Closed,4JGAB74E91A268052,C000264
JB_ID10230,06/10/22 13:36,06/11/22 13:43,0,Closed,1J8GM48546W159642,C000265
JB_ID10242,06/13/22 12:28,06/14/22 17:43,0,Closed,JH4KB16608C000035,C000266
JB_ID10252,04/22/22 11:57,04/22/22 15:18,0,Closed,WAUBH24B0YN035143,C000267
JB_ID10259,05/05/22 08:50,05/10/22 13:52,0,Closed,WAUBH24B0YN035150,C000268
JB_ID10263,06/06/22 10:28,06/10/22 14:40,0,Closed,JT3HF21A220065652,C000269
JB_ID10266,05/30/22 09:20,05/31/22 05:29,0,Closed,1GBJC74K09E107667,C000270
JB_ID10270,05/23/22 11:18,05/23/22 15:37,0,Closed,1B3ACB6R78N503365,C000162
JB_ID10275,08/08/22 13:03,,0,Open,JHMED8356KS865644,C000271
JB_ID10288,04/21/22 08:43,04/21/22 17:32,0,Closed,2B4FK2132HR250075,C000272
JB_ID10292,06/20/22 10:12,06/20/22 13:15,0,Closed,WAUVFAFH1BN009827,C000201
JB_ID10296,06/06/22 11:41,06/06/22 20:05,0,Closed,WDDHF8HBXAA213187,C000273
JB_ID10298,05/12/22 09:29,05/12/22 23:20,0,Closed,1FTCA14X0M0014977,C000274
JB_ID10304,06/24/22 11:47,06/25/22 23:53,0,Closed,19UYA31581L000018,C000275
JB_ID10312,04/04/22 11:56,04/05/22 04:15,0,Closed,WBAFR9C51DD090466,C000276
JB_ID10314,07/27/22 11:48,07/27/22 15:58,0,Closed,JF1AN4320J0019233,C000277
JB_ID10315,08/18/22 08:41,08/18/22 15:57,0,Closed,WA1KK68R29A016881,C000278
JB_ID10318,07/18/22 10:41,07/18/22 22:14,0,Closed,1FTJS34S0VHC12163,C000279
JB_ID10323,08/15/22 10:16,08/15/22 12:22,0,Closed,WDDHF8HBXAA213189,C000280
JB_ID10333,07/26/22 09:23,07/26/22 13:20,0,Closed,2B4GP4534TR765877,C000281
JB_ID10336,04/08/22 12:41,04/11/22 05:57,0,Closed,JF1AW53B0E0016831,C000283
JB_ID10342,07/27/22 13:52,08/06/22 11:22,0,Closed,JF1GM4350XG401590,C000284
JB_ID10344,05/02/22 09:44,05/02/22 19:27,0,Closed,YS3EB59A273512726,C000285
JB_ID10347,04/19/22 12:11,04/19/22 12:53,0,Closed,WVWAB7AJ8CW168086,C000287
