job_id,consum_id,quantity_used
JB_ID10927,C_ID1041,5
JB_ID10493,C_ID1021,5
JB_ID11298,C_ID1024,3
JB_ID10893,C_ID1035,3
JB_ID10290,C_ID1036,6
JB_ID10766,C_ID1040,3
JB_ID11206,C_ID1002,4
JB_ID10701,C_ID1044,3
JB_ID10587,C_ID1051,4
JB_ID11491,C_ID1007,6
JB_ID10385,C_ID1016,5
JB_ID10833,C_ID1047,6
JB_ID10519,C_ID1009,2
JB_ID11106,C_ID1006,1
JB_ID11169,C_ID1017,1
JB_ID11060,C_ID1014,1
JB_ID10107,C_ID1022,3
JB_ID10923,C_ID1007,4
JB_ID10439,C_ID1033,3
JB_ID10872,C_ID1032,2
JB_ID10739,C_ID1015,1
JB_ID10410,C_ID1024,7
JB_ID11006,C_ID1014,2
JB_ID11485,C_ID1010,1
JB_ID11379,C_ID1024,3
JB_ID11371,C_ID1016,5
JB_ID10216,C_ID1041,1
JB_ID10484,C_ID1041,6
JB_ID11255,C_ID1048,6
JB_ID11023,C_ID1012,6
JB_ID11384,C_ID1009,6
JB_ID10775,C_ID1022,2
JB_ID10747,C_ID1010,1
JB_ID11052,C_ID1049,7
JB_ID10016,C_ID1048,1
JB_ID10827,C_ID1012,5
JB_ID10862,C_ID1049,4
JB_ID10493,C_ID1022,3
JB_ID11166,C_ID1012,6
JB_ID10060,C_ID1033,6
JB_ID11398,C_ID1038,4
JB_ID10048,C_ID1046,7
JB_ID10191,C_ID1029,7
JB_ID10363,C_ID1024,1
JB_ID10212,C_ID1043,2
JB_ID11437,C_ID1044,7
JB_ID10454,C_ID1040,1
JB_ID10871,C_ID1026,5
JB_ID10027,C_ID1031,1
JB_ID10518,C_ID1004,4
JB_ID11452,C_ID1002,6
JB_ID10480,C_ID1010,1
JB_ID11353,C_ID1016,3
JB_ID10798,C_ID1033,2
JB_ID11142,C_ID1015,1
JB_ID10302,C_ID1049,4
JB_ID10334,C_ID1027,7
JB_ID11071,C_ID1043,5
JB_ID10426,C_ID1030,7
JB_ID11181,C_ID1026,7
JB_ID11466,C_ID1046,7
JB_ID11423,C_ID1040,6
JB_ID11106,C_ID1016,1
JB_ID10546,C_ID1041,6
JB_ID10657,C_ID1014,5
JB_ID10624,C_ID1051,2
JB_ID11374,C_ID1012,7
JB_ID10747,C_ID1012,5
JB_ID10814,C_ID1040,6
JB_ID10571,C_ID1020,7
JB_ID10230,C_ID1032,1
JB_ID10562,C_ID1029,5
JB_ID10888,C_ID1048,6
JB_ID10029,C_ID1036,6
JB_ID10999,C_ID1014,4
JB_ID11061,C_ID1032,1
JB_ID10381,C_ID1023,5
JB_ID10803,C_ID1003,3
JB_ID11134,C_ID1012,5
JB_ID10240,C_ID1024,1
JB_ID10598,C_ID1008,5
JB_ID10899,C_ID1006,7
JB_ID10552,C_ID1020,2
JB_ID10175,C_ID1039,7
JB_ID11045,C_ID1045,7
JB_ID10639,C_ID1024,5
JB_ID10109,C_ID1021,6
JB_ID11171,C_ID1003,6
JB_ID11155,C_ID1033,1
JB_ID11074,C_ID1011,5
JB_ID10739,C_ID1032,2
JB_ID11007,C_ID1017,4
JB_ID10746,C_ID1020,7
JB_ID10198,C_ID1009,2
JB_ID10430,C_ID1010,1
JB_ID11415,C_ID1018,4
JB_ID11166,C_ID1045,6
JB_ID10215,C_ID1032,3
JB_ID10612,C_ID1047,6
JB_ID11436,C_ID1024,1
JB_ID10972,C_ID1023,1
JB_ID11371,C_ID1010,1
JB_ID11078,C_ID1004,3
JB_ID10251,C_ID1051,2
JB_ID11422,C_ID1019,5
JB_ID10308,C_ID1002,7
JB_ID11393,C_ID1038,6
JB_ID11493,C_ID1036,1
JB_ID10943,C_ID1002,1
JB_ID10403,C_ID1048,1
JB_ID10738,C_ID1041,4
JB_ID10272,C_ID1039,4
JB_ID10751,C_ID1033,4
JB_ID10915,C_ID1010,1
JB_ID10792,C_ID1037,7
JB_ID10922,C_ID1044,7
JB_ID10072,C_ID1022,2
JB_ID10559,C_ID1027,5
JB_ID10643,C_ID1048,3
JB_ID10735,C_ID1024,1
JB_ID11445,C_ID1015,1
JB_ID10261,C_ID1045,7
JB_ID10868,C_ID1006,1
JB_ID11372,C_ID1035,1
JB_ID10891,C_ID1023,7
JB_ID11205,C_ID1025,1
JB_ID11246,C_ID1023,2
JB_ID10432,C_ID1021,3
JB_ID10587,C_ID1007,7
JB_ID10056,C_ID1042,1
JB_ID10388,C_ID1032,5
JB_ID10564,C_ID1042,3
JB_ID10180,C_ID1010,1
JB_ID11103,C_ID1012,2
JB_ID11439,C_ID1030,2
JB_ID11313,C_ID1022,6
JB_ID11233,C_ID1041,3
JB_ID10941,C_ID1005,2
JB_ID10107,C_ID1051,2
JB_ID10450,C_ID1007,1
JB_ID10094,C_ID1004,1
JB_ID11349,C_ID1032,6
JB_ID10840,C_ID1006,6
JB_ID10592,C_ID1051,7
JB_ID10820,C_ID1029,6
JB_ID11385,C_ID1015,1
JB_ID10249,C_ID1013,5
JB_ID10189,C_ID1012,2
JB_ID10875,C_ID1031,1
JB_ID10703,C_ID1034,5
JB_ID10662,C_ID1019,7
JB_ID10964,C_ID1047,4
JB_ID11031,C_ID1047,6
JB_ID10186,C_ID1023,7
JB_ID11474,C_ID1008,7
JB_ID11365,C_ID1017,2
JB_ID11129,C_ID1019,3
JB_ID10012,C_ID1010,1
JB_ID10024,C_ID1010,1
JB_ID10033,C_ID1045,6
JB_ID10039,C_ID1047,4
JB_ID10040,C_ID1038,5
JB_ID10043,C_ID1013,3
JB_ID10046,C_ID1047,3
JB_ID10061,C_ID1019,4
JB_ID10079,C_ID1024,4
JB_ID10108,C_ID1018,1
JB_ID10111,C_ID1047,7
JB_ID10117,C_ID1033,1
JB_ID10119,C_ID1003,6
JB_ID10129,C_ID1021,3
JB_ID10137,C_ID1033,6
JB_ID10141,C_ID1036,7
JB_ID10172,C_ID1033,7
JB_ID10190,C_ID1031,1
JB_ID10216,C_ID1026,7
JB_ID10221,C_ID1011,3
JB_ID10258,C_ID1049,4
JB_ID10284,C_ID1007,6
JB_ID10286,C_ID1023,3
JB_ID10301,C_ID1041,7
JB_ID10321,C_ID1037,4
JB_ID10328,C_ID1003,7
JB_ID10332,C_ID1047,1
JB_ID10338,C_ID1010,1
JB_ID10359,C_ID1040,5
JB_ID10384,C_ID1044,2
JB_ID10399,C_ID1015,1
JB_ID10408,C_ID1026,2
JB_ID10415,C_ID1027,5
JB_ID10418,C_ID1034,3
JB_ID10425,C_ID1040,7
JB_ID10433,C_ID1037,2
JB_ID10436,C_ID1044,7
JB_ID10440,C_ID1044,3
JB_ID10447,C_ID1030,5
JB_ID10452,C_ID1051,3
JB_ID10463,C_ID1035,3
JB_ID10469,C_ID1041,1
JB_ID10477,C_ID1026,6
JB_ID10483,C_ID1013,7
JB_ID10494,C_ID1031,1
JB_ID10499,C_ID1031,1
JB_ID10515,C_ID1027,1
JB_ID10536,C_ID1045,6
JB_ID10538,C_ID1008,6
JB_ID10561,C_ID1042,6
JB_ID10569,C_ID1002,7
JB_ID10584,C_ID1016,7
JB_ID10588,C_ID1051,1
JB_ID10597,C_ID1022,7
JB_ID10606,C_ID1028,1
JB_ID10614,C_ID1009,1
JB_ID10615,C_ID1021,6
JB_ID10627,C_ID1013,4
JB_ID10632,C_ID1030,5
JB_ID10642,C_ID1050,1
JB_ID10649,C_ID1036,1
JB_ID10655,C_ID1007,3
JB_ID10671,C_ID1029,4
JB_ID10672,C_ID1022,4
JB_ID10687,C_ID1050,1
JB_ID10688,C_ID1010,1
JB_ID10689,C_ID1010,1
JB_ID10694,C_ID1034,2
JB_ID10696,C_ID1015,1
JB_ID10712,C_ID1002,7
JB_ID10723,C_ID1033,2
JB_ID10724,C_ID1023,5
JB_ID10736,C_ID1020,4
JB_ID10764,C_ID1028,1
JB_ID10775,C_ID1037,2
JB_ID10795,C_ID1048,2
JB_ID10796,C_ID1013,7
JB_ID10797,C_ID1051,7
JB_ID10805,C_ID1032,5
JB_ID10829,C_ID1051,5
JB_ID10839,C_ID1043,4
JB_ID10854,C_ID1016,5
JB_ID10858,C_ID1023,7
JB_ID10861,C_ID1025,6
JB_ID10879,C_ID1035,7
JB_ID10880,C_ID1025,2
JB_ID10883,C_ID1024,1
JB_ID10897,C_ID1003,6
JB_ID10902,C_ID1019,2
JB_ID10934,C_ID1029,3
JB_ID10949,C_ID1048,6
JB_ID10961,C_ID1043,6
JB_ID10971,C_ID1036,2
JB_ID11004,C_ID1023,3
JB_ID11013,C_ID1046,4
JB_ID11020,C_ID1004,1
JB_ID11038,C_ID1037,4
JB_ID11042,C_ID1002,3
JB_ID11082,C_ID1034,3
JB_ID11092,C_ID1002,1
JB_ID11095,C_ID1029,2
JB_ID11104,C_ID1008,3
JB_ID11113,C_ID1027,1
JB_ID11128,C_ID1045,6
JB_ID11141,C_ID1027,3
JB_ID11156,C_ID1014,5
JB_ID11172,C_ID1019,7
JB_ID11173,C_ID1025,4
JB_ID11175,C_ID1018,6
JB_ID11192,C_ID1048,5
JB_ID11201,C_ID1035,3
JB_ID11208,C_ID1004,3
JB_ID11209,C_ID1045,5
JB_ID11213,C_ID1045,1
JB_ID11216,C_ID1022,5
JB_ID11221,C_ID1019,3
JB_ID11227,C_ID1044,4
JB_ID11242,C_ID1016,6
JB_ID11249,C_ID1029,6
JB_ID11256,C_ID1021,3
JB_ID11258,C_ID1022,6
JB_ID11259,C_ID1036,1
JB_ID11285,C_ID1040,5
JB_ID11315,C_ID1050,5
JB_ID11318,C_ID1022,3
JB_ID11325,C_ID1047,3
JB_ID11328,C_ID1042,7
JB_ID11329,C_ID1035,1
JB_ID11346,C_ID1028,3
JB_ID11398,C_ID1047,2
JB_ID11416,C_ID1044,2
JB_ID11457,C_ID1038,3
JB_ID11477,C_ID1026,3
JB_ID11482,C_ID1015,1
JB_ID11491,C_ID1038,3
JB_ID11492,C_ID1040,6
JB_ID10008,C_ID1039,5
JB_ID10009,C_ID1005,1
JB_ID10010,C_ID1051,1
JB_ID10011,C_ID1018,1
JB_ID10103,C_ID1019,4
JB_ID10105,C_ID1011,4
JB_ID10112,C_ID1043,7
JB_ID10114,C_ID1049,6
JB_ID10154,C_ID1022,3
JB_ID10168,C_ID1024,1
JB_ID10199,C_ID1039,3
JB_ID10238,C_ID1044,1
JB_ID10268,C_ID1023,3
JB_ID10279,C_ID1004,3
JB_ID10281,C_ID1014,6
JB_ID10287,C_ID1033,3
JB_ID10300,C_ID1018,7
JB_ID10322,C_ID1039,7
JB_ID10355,C_ID1045,7
JB_ID10367,C_ID1008,7
JB_ID10379,C_ID1043,4
JB_ID10386,C_ID1029,1
JB_ID10406,C_ID1008,4
JB_ID10438,C_ID1042,1
JB_ID10443,C_ID1014,5
JB_ID10461,C_ID1030,1
JB_ID10462,C_ID1005,2
JB_ID10506,C_ID1013,7
JB_ID10524,C_ID1030,1
JB_ID10550,C_ID1005,4
JB_ID10551,C_ID1039,3
JB_ID10576,C_ID1017,3
JB_ID10610,C_ID1046,5
JB_ID10619,C_ID1045,6
JB_ID10628,C_ID1029,6
JB_ID10644,C_ID1002,6
JB_ID10652,C_ID1009,3
JB_ID10666,C_ID1003,6
JB_ID10692,C_ID1033,3
JB_ID10700,C_ID1047,4
JB_ID10729,C_ID1048,5
JB_ID10743,C_ID1039,7
JB_ID10770,C_ID1014,3
JB_ID10821,C_ID1032,5
JB_ID10823,C_ID1013,4
JB_ID10827,C_ID1048,3
JB_ID10834,C_ID1044,6
JB_ID10851,C_ID1034,6
JB_ID10935,C_ID1043,4
JB_ID11015,C_ID1006,3
JB_ID11047,C_ID1037,3
JB_ID11089,C_ID1014,3
JB_ID11116,C_ID1051,7
JB_ID11170,C_ID1046,7
JB_ID11244,C_ID1006,4
JB_ID11269,C_ID1014,3
JB_ID11294,C_ID1045,2
JB_ID11308,C_ID1013,6
JB_ID11317,C_ID1010,1
JB_ID11320,C_ID1040,5
JB_ID11342,C_ID1028,6
JB_ID11405,C_ID1018,1
JB_ID11419,C_ID1021,6
JB_ID11424,C_ID1023,3
JB_ID11460,C_ID1016,4
JB_ID11475,C_ID1003,7
JB_ID11481,C_ID1029,5
JB_ID10003,C_ID1018,2
JB_ID10014,C_ID1002,6
JB_ID10032,C_ID1031,1
JB_ID10044,C_ID1002,4
JB_ID10049,C_ID1049,7
JB_ID10062,C_ID1048,3
JB_ID10073,C_ID1004,2
JB_ID10078,C_ID1040,7
JB_ID10083,C_ID1041,4
JB_ID10087,C_ID1031,1
JB_ID10093,C_ID1026,4
JB_ID10096,C_ID1006,4
JB_ID10123,C_ID1009,5
JB_ID10131,C_ID1026,3
JB_ID10135,C_ID1037,6
JB_ID10142,C_ID1008,1
JB_ID10145,C_ID1021,1
JB_ID10149,C_ID1015,1
JB_ID10152,C_ID1044,2
JB_ID10153,C_ID1032,4
JB_ID10157,C_ID1021,4
JB_ID10162,C_ID1014,6
JB_ID10164,C_ID1016,7
JB_ID10166,C_ID1034,7
JB_ID10185,C_ID1006,7
JB_ID10188,C_ID1041,2
JB_ID10197,C_ID1006,3
JB_ID10201,C_ID1050,6
JB_ID10209,C_ID1009,2
JB_ID10213,C_ID1043,5
JB_ID10220,C_ID1011,6
JB_ID10242,C_ID1003,3
JB_ID10252,C_ID1039,6
JB_ID10259,C_ID1042,3
JB_ID10263,C_ID1016,6
JB_ID10266,C_ID1031,1
JB_ID10270,C_ID1047,2
JB_ID10275,C_ID1019,5
JB_ID10288,C_ID1006,1
JB_ID10292,C_ID1041,4
JB_ID10296,C_ID1006,5
JB_ID10298,C_ID1027,5
JB_ID10304,C_ID1044,5
JB_ID10312,C_ID1051,6
JB_ID10314,C_ID1034,3
JB_ID10315,C_ID1036,4
JB_ID10318,C_ID1041,3
JB_ID10323,C_ID1022,7
JB_ID10333,C_ID1007,7
JB_ID10336,C_ID1014,6
JB_ID10342,C_ID1026,4
JB_ID10344,C_ID1042,2
JB_ID10347,C_ID1010,1
JB_ID10348,C_ID1019,5
JB_ID10364,C_ID1027,6
JB_ID10366,C_ID1039,6
JB_ID10372,C_ID1018,6
JB_ID10376,C_ID1021,7
JB_ID10378,C_ID1040,6
JB_ID10385,C_ID1013,1
JB_ID10391,C_ID1034,3
JB_ID10396,C_ID1009,2
JB_ID10414,C_ID1022,6
JB_ID10427,C_ID1006,6
JB_ID10446,C_ID1022,4
JB_ID10455,C_ID1040,4
JB_ID10459,C_ID1016,7
JB_ID10474,C_ID1028,1
JB_ID10485,C_ID1026,3
JB_ID10488,C_ID1022,5
JB_ID10505,C_ID1018,1
JB_ID10512,C_ID1036,1
JB_ID10523,C_ID1049,5
JB_ID10556,C_ID1046,2
JB_ID10558,C_ID1042,4
JB_ID10572,C_ID1004,2
JB_ID10574,C_ID1016,2
JB_ID10581,C_ID1047,2
JB_ID10607,C_ID1009,3
JB_ID10633,C_ID1051,7
JB_ID10637,C_ID1003,4
JB_ID10648,C_ID1009,3
JB_ID10660,C_ID1047,7
JB_ID10675,C_ID1032,7
JB_ID10676,C_ID1028,6
JB_ID10684,C_ID1050,5
JB_ID10690,C_ID1048,2
JB_ID10691,C_ID1042,3
JB_ID10698,C_ID1033,3
JB_ID10718,C_ID1017,1
JB_ID10733,C_ID1045,1
JB_ID10734,C_ID1006,7
JB_ID10749,C_ID1013,7
JB_ID10752,C_ID1049,2
JB_ID10761,C_ID1017,3
JB_ID10762,C_ID1006,7
JB_ID10774,C_ID1010,1
JB_ID10776,C_ID1004,3
JB_ID10779,C_ID1013,3
JB_ID10804,C_ID1007,5
JB_ID10809,C_ID1032,3
JB_ID10813,C_ID1008,2
JB_ID10822,C_ID1036,7
JB_ID10824,C_ID1019,7
JB_ID10826,C_ID1026,6
JB_ID10835,C_ID1024,6
JB_ID10845,C_ID1039,7
JB_ID10850,C_ID1043,1
JB_ID10864,C_ID1031,1
JB_ID10867,C_ID1016,7
JB_ID10870,C_ID1015,1
JB_ID10876,C_ID1003,4
JB_ID10877,C_ID1040,7
JB_ID10885,C_ID1051,1
JB_ID10895,C_ID1019,1
JB_ID10901,C_ID1003,6
JB_ID10907,C_ID1006,5
JB_ID10911,C_ID1035,1
JB_ID10923,C_ID1006,4
JB_ID10937,C_ID1034,7
JB_ID10940,C_ID1016,3
JB_ID10956,C_ID1044,7
JB_ID10970,C_ID1023,5
JB_ID10976,C_ID1012,7
JB_ID10986,C_ID1007,6
JB_ID10996,C_ID1002,4
JB_ID10997,C_ID1032,6
JB_ID11018,C_ID1039,3
JB_ID11027,C_ID1026,6
JB_ID11036,C_ID1025,5
JB_ID11059,C_ID1009,3
JB_ID11063,C_ID1012,4
JB_ID11065,C_ID1029,3
JB_ID11066,C_ID1011,2
JB_ID11073,C_ID1051,7
JB_ID11080,C_ID1042,4
JB_ID11088,C_ID1038,7
JB_ID11099,C_ID1024,4
JB_ID11100,C_ID1037,3
JB_ID11102,C_ID1022,4
JB_ID11108,C_ID1008,7
JB_ID11109,C_ID1006,3
JB_ID11121,C_ID1043,1
JB_ID11126,C_ID1038,4
JB_ID11140,C_ID1021,4
JB_ID11164,C_ID1024,3
JB_ID11177,C_ID1006,1
JB_ID11199,C_ID1016,3
JB_ID11210,C_ID1022,5
JB_ID11217,C_ID1020,3
JB_ID11220,C_ID1044,1
JB_ID11228,C_ID1028,7
JB_ID11230,C_ID1050,2
JB_ID11240,C_ID1039,5
JB_ID11247,C_ID1046,6
JB_ID11262,C_ID1021,2
JB_ID11268,C_ID1043,6
JB_ID11280,C_ID1017,7
JB_ID11282,C_ID1005,3
JB_ID11284,C_ID1041,5
JB_ID11290,C_ID1042,7
JB_ID11293,C_ID1021,1
JB_ID11300,C_ID1040,6
JB_ID11302,C_ID1032,3
JB_ID11307,C_ID1009,1
JB_ID11311,C_ID1036,7
JB_ID11321,C_ID1010,1
JB_ID11324,C_ID1020,7
JB_ID11326,C_ID1021,7
JB_ID11334,C_ID1014,2
JB_ID11354,C_ID1049,2
JB_ID11369,C_ID1036,7
JB_ID11379,C_ID1014,2
JB_ID11386,C_ID1014,6
JB_ID11388,C_ID1042,7
JB_ID11396,C_ID1043,3
JB_ID11400,C_ID1013,2
JB_ID11402,C_ID1036,3
JB_ID11404,C_ID1041,3
JB_ID11417,C_ID1014,2
JB_ID11418,C_ID1020,1
JB_ID11429,C_ID1016,3
JB_ID11440,C_ID1045,4
JB_ID11449,C_ID1011,4
JB_ID11470,C_ID1003,4
JB_ID11479,C_ID1024,2
JB_ID11483,C_ID1009,6
